Happy-1.wav | I arrived in San Diego yesterday and got to read a book under a palm tree. It felt really nice.
Happy-2.wav | I finally got around to making mug cake.
Happy-3.wav | I am so happy my lease is almost up on this apartment. I am going to move into something bigger and better
Happy-4.wav | I was happy when I understood that the girl I liked was in love with me.
Happy-5.wav | When I was pressing figures on the curtain cloth. I had bought the cloth after months of hindrances.
Happy-6.wav | My brother come home from the war
Happy-7.wav | I agree completely about sleep being a key element in maintaining a healthy body. Lately, I've been only getting  five  or so hours, and I can feel how drained and vulnerable my body has become. How much do you sleep on average?
Happy-8.wav | When two female classmates and I were having lunch, we chatted and cracked jokes, I was very happy. However, I felt that I may have said something inappropriate which might cause them to have a bad impression of me.
Happy-9.wav | When I heard the examination results and when I recovered after having been sick for a week.
Happy-10.wav | When I passed my B.A exams.
Happy-11.wav | I just got my degree in marketing and I have achieved it with flying ranks.
Happy-12.wav | Winning a race that I had been training for, for many weeks.
Happy-13.wav | When I heard my name being announced on the radio that I had been successful in an interview for admittance for a medical Assistant training course. I was really happy and I enjoyed myself by dancing to music from the Radio cassette.
Happy-14.wav | That's interesting! Yes I have seen Dirty Harry. It's old but I enjoyed watching it when I was younger
Happy-15.wav | Oh, Chris I've been ready for a long time.
Happy-16.wav | I know. It's going out of style isn't it?
Happy-17.wav | I went to a play recently that took place around a pool. It was an adaptation of The Last Unicorn with parts of performed in the water and parts of it performed on a giant trapeze. It was magical!
Happy-18.wav | Riding home from school after completing two midterms in two days, and feeling I did well on them.
Happy-19.wav | i enjoy the life i have with my husband
Happy-20.wav | I bought a Christmas present for my girlfriend. On my way home I was really glad about having found such a suitable thing.
Happy-21.wav | A tv show I like is getting another season. I wasn't expecting it, so I'm pretty happy.
Happy-22.wav | I was happy when my brother got us play tickets. I wanted to see it for a long time
Happy-23.wav | I am really pleased with my job performance lately. I will be getting that promotion for sure.
Happy-24.wav | that they were very sincere.
Happy-25.wav | I finally have enough to buy a new computer.
Happy-26.wav | When I received a beautiful birthday gift from my parents.
Happy-27.wav | Really? Well I love broccoli and cabbage so that makes sense.
Happy-28.wav | I turn  two  nine  today! It is a great day since its my birthday
Happy-29.wav | really???? You know my mom always tells me i got it because i use phone and computer all the time
Happy-30.wav | When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is.
Happy-31.wav | Oh, well look what we've got here.
Happy-32.wav | When I was making music together with my friend. It sounded very good and we were very satisfied.
Happy-33.wav | I am so happy school is back.
Happy-34.wav | I'm perfectly fine with being single at the moment. It gives me a lot of clarity and time to self reflect.
Happy-35.wav | Really, do you play in asocial or recreational setting or in a league or tournament?
Happy-36.wav | Playing with the kiddos outside today
Happy-37.wav | I got a very good grade on my final exam, Looking forward to going shopping.
Happy-38.wav | I did not know that, I knew they had been around for a while, but not that long! I like the newer ones better, but the old ones look really cool too.
Happy-39.wav | I found myself a place after looking for one for a long time.
Happy-40.wav | I have a weekend of nothing but relaxation planned for this weekend.
Happy-41.wav | When my boyfriend and I experience something nice or when we have made a nice walk together.
Happy-42.wav | So, we walked down to the pier and there's like these lights like these little, like lights and we're like what's that? And he's like I don't know let's go find out.
Happy-43.wav | getting a new job after being unemployed for a long while
Happy-44.wav | China winning the Asian Olympic.
Happy-45.wav | Today, I was just people watching and it made me so happy.
Happy-46.wav | We spent a day at the park. It was so nice and relaxing. Being in nature just makes me happy.
Happy-47.wav | My neighbour promised to give me his properties just for me to agree to be his girlfriend, but what I have is enough for me
Happy-48.wav | I didn't do anything over the weekend and I was okay with it. I just got to relax
Happy-49.wav | I just built a warm fire and huddled up next to it until i started to fall asleep. I felt safe and secure
Happy-50.wav | When I thought that my high school love and I had a mutual emotion.
Happy-51.wav | My  three  children each top his class in the final exams  one  nine  eight  four .
Happy-52.wav | Today I felt really happy that I was getting some work done. It's been a very busy past couple weeks. I also have a new job that I'm working on.
Happy-53.wav | My sons first birthday. It is crazy how quickly a year goes by, and I was so happy!
Happy-54.wav | When I succeed in writing something I felt and doing it I felt well and very happy for being able to express to myself something that was suffocating me.
Happy-55.wav | I just found out that my parents are moving back near me! They'll be here in about a month!
Happy-56.wav | To have a friend who I didn't see for months, and under the circumstances that I met him made me feel happy, and perhaps because it has been one of the good things that I learned with this friend.
Happy-57.wav | My divorce was settled. I was able to keep my house and all my possessions.
Happy-58.wav | Last December, I got my puppy, Churro. It was one of the best days of my life, and I am so happy I have her.
Happy-59.wav | Ha, thankfully most things deal with credit cards and checks these days I think!
Happy-60.wav | And to drink in his honour.
Happy-61.wav | When I saw that I had passed the university entrance exam. It made me forget all my problems.
Happy-62.wav | i was happy when Lebron signed with the lakers
Happy-63.wav | So famous men have been with the Big Apple for many years like Barry Lubin
Happy-64.wav | I went to Panera Bread for dinner. I was quite pleased with the meal.
Happy-65.wav | When I got myself the kind of girlfriend I had been hunting for a long time.
Happy-66.wav | A few weeks back I received a Christmas card from a friend in England. She had not written to me in a very long time but it showed that she still remembered me.
Happy-67.wav | Yes, all Scotch whisky must be aged in oak barrels to make a finer taste.
Happy-68.wav | When I was told that I had passed the exams.
Happy-69.wav | I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive.
Happy-70.wav | I thought that someone was angry with me but, by hindsight, that didn't appear to be the case, he even liked me.
Happy-71.wav | The birth of my nieces were some of the best times of my life. I have four.
Happy-72.wav | Cause she was a little confused at first but then she said yes.
Happy-73.wav | I felt happy when I learnt that I had qualified for the grade eight.
Happy-74.wav | My daughter just came into the world this past weekend.
Happy-75.wav | When i was asked to be a child's godmother.
Happy-76.wav | Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto.
Happy-77.wav | When I got a good grade for an exam in statistics.
Happy-78.wav | Ahh...who knows.
Happy-79.wav | I got a job after a long period of unemployment.
Happy-80.wav | I gave up dieting a long time ago, and I'm far happier and losing weight slowly.
Happy-81.wav | A meeting and a conversation with a woman  who considers me as her child . Last two years I lived with her ).
Happy-82.wav | Really? Are you doing the M.F.A. program?
Happy-83.wav | I was overwhelmed with happiness the day my daughter was born.
Happy-84.wav | Yes! Her real name is Stefani Joanne Angelina.
Happy-85.wav | When I passed my final examination at school.
Happy-86.wav | watching my son take first steps
Happy-87.wav | Going on vacation this weekend. I can't wait!
Happy-88.wav | I ate some homemade ice cream the other day. What a wonderful treat.
Happy-89.wav | my girl has been promoted i'm excited
Happy-90.wav | When my brother gave me a watch.
Happy-91.wav | At least we won't need glasses.
Happy-92.wav | When I was accepted as a student of Psychology here at Gutttenburg.
Happy-93.wav | i was happy when i saw lebron james go to the lakers
Happy-94.wav | On my birthday I got a present that I had desired for a long time.
Happy-95.wav | China winning the Asian Olympic games (TV).
Happy-96.wav | I found my grandfather's old watch that I thought was lost. I was so happy to find it as he gave it to me as a kid
Happy-97.wav | That's true! I think Apple is so overrated
Happy-98.wav | I just ate an entire pizza.
Happy-99.wav | When I was admitted to the Institute. I had problems with many people about my applying for this institute and I decided to prove that one can pass excellently without visiting any preparatory course. That is I proved what I could do on my own.
Happy-100.wav | I'm just laying in bed with a scented candle burning in my room and my cat on my lap, things couldn't be any better.
Happy-101.wav | I wonder if they can hear me talk
Happy-102.wav | When I heard that I had been selected for the university.
Happy-103.wav | Who are their major players?
Happy-104.wav | My son passed grade  seven  and was accepted for form I.
Happy-105.wav | When my red cheeked, content child runs to meet me in the yard of the kindergarten and gives me a moist kiss on my cheek.
Happy-106.wav | Utterly, utterly ridiculous.
Happy-107.wav | It has been a wonderful Monday! I found out I got a pay raise and we are planing our holiday vacation.
Happy-108.wav | Great, you are a serious player. Billiars on general has long history stretching from the  one  fifth century.
Happy-109.wav | I had a crazy week with  four  big events and I'm so happy to be at home relaxing in the air conditioning today.
Happy-110.wav | I have been doing extra work to pay for my summer travel. Super excited, I have been able to pay for several trips!
Happy-111.wav | Dating is when two people meet socially and check each other out for a more intimate relationship, I am thinking about dating
Happy-112.wav | I am very content with y success in life. I was able to achieve my goals at the age of  two  zero .
Happy-113.wav | When my wife gave birth to a baby boy my only son to date.
Happy-114.wav | Receiving a much wanted letter from a very good friend who lives abroad.
Happy-115.wav | It was my first day at work teaching high school kids and my only goal was not to make a fool of myself. So I of course, spelt two words wrong AND tripped over my stool.
Happy-116.wav | My sister and brother in law returned from Sri Lanka where they adopted a child. I went to pick them up at the airport.
Happy-117.wav | When my dog greets me at my door
Happy-118.wav | joyful I am so happy that we're having a baby boy
Happy-119.wav | I had gone camping with my old classmates and there was a storm. We were in a flurry but at that time I felt the love and concern of my friends.
Happy-120.wav | Getting my acceptance letter from CAL.
Happy-121.wav | I felt joy when my two twin sisters were born.
Happy-122.wav | I got a fairly large amount of my taxes back.
Happy-123.wav | A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved.
Happy-124.wav | Uh, So I got some good news.
Happy-125.wav | On my birthday a friend came to see me unexpectedly and brought me flowers. I usually do not see her very often.
Happy-126.wav | I had the unexpected possibility to see a friend I like very much.
Happy-127.wav | The day I was told that I had passed my Malawi School leaving Exams and I was selected to go to college.
Happy-128.wav | My being admitted to UNZA.
Happy-129.wav | II did.
Happy-130.wav | Yeah, apples are more fun to raise, especially on the smaller farms. They often open to the public so you can pick your own.
Happy-131.wav | Yesterday I went engagement ring shopping.
Happy-132.wav | high school graduation marks.
Happy-133.wav | When I gave birth to a healthy boy.
Happy-134.wav | The final marks were to be given in the morning. I wanted to get there late because I was very afraid. When I arrived there, everybody was very happy and I had also passed. We had a wonderful time all day long.
Happy-135.wav | whoa! i wasn't even born! Do you know who played in this move?
Happy-136.wav | So happy I got my momma dog a new bed today. I had to go to a few different stores. They normally have a ton at the stores I go too but somehow when I need one they are out!
Happy-137.wav | Went to a movie with a date, walked on the beach spent some time afterwards in her apart.
Happy-138.wav | When I was selected to the university of Zambia.
Happy-139.wav | Give me a kiss Ann, just give me...
Happy-140.wav | I took my girlfriend to my school dance the other night. It was truly a magical experience.
Happy-141.wav | Yeah he did. And is great in his newer films too. He also directed some films.
Happy-142.wav | I have an internet boyfriend. I guess I'll have to juggle the two. Is that cheating? I don't know. Hmm.
Happy-143.wav | That's what girls like, right?
Happy-144.wav | When I got the positive result of my examination to achieve the Bachelor Degree in Psychology.
Happy-145.wav | While having a discussion with a colleague of mine, I realized that her conception of man and work were similar to mine.
Happy-146.wav | When I get a hug from someone I love.
Happy-147.wav | I really love leather. Something about the different types and styles of things, and the different techniques to make it.
Happy-148.wav | Don't be ridiculous. I mean don't you know that?
Happy-149.wav | A feast central to the Christian liturgical year, it is preceded by the season of Advent or the Nativity Fast and initiates the season of Christmastide, which historically in the West lasts twelve days
Happy-150.wav | When I passed the university entrance exam. I had thus finished with a difficult period of my life and I was about to begin one which I had desired a lot.
Happy-151.wav | I felt this way after my son was born. It was an amazing time.
Happy-152.wav | I watched a football match with my old friend. The performance of the team was very good and the team members were full of spirit. The match was excellent and every time a goal was scored I felt excited.
Happy-153.wav | Joy of giving birth, and of sharing that joy with my husband. Moments of complete happiness and feelings of so much love.
Happy-154.wav | I'm drinking a great cup of coffee and I don't have any major plans for the day other than relaxing.
